What is Pollution Prevention (P2)?,,https://www.epa.gov/p2/learn-about-pollution-prevention
What is Pollution Prevention (P2)?,"Pollution prevention (P2) is any practice that reduces, eliminates, or prevents pollution at its source before it is created.  As shown by the EPA Waste Management Hierarchy, P2, also known as ""source reduction,"" is fundamentally different and, where feasible, more desirable than recycling, treatment or disposal.  It is often more cost effective to prevent pollution from being created at its source than to pay for control, treatment and disposal of waste products.  When less pollution is created, there are fewer impacts to human health and the environment.",https://www.epa.gov/p2/learn-about-pollution-prevention
What is Pollution Prevention (P2)?,,https://www.epa.gov/p2/learn-about-pollution-prevention
Specific Pollution Prevention Approaches,"Pollution prevention approaches can be applied to all potential and actual pollution-generating activities, including those found in the energy, agriculture, federal, consumer and industrial sectors. Prevention practices are essential for preserving wetlands, groundwater sources and other critical ecosystems - areas in which we especially want to stop pollution before it begins.",https://www.epa.gov/p2/learn-about-pollution-prevention
Specific Pollution Prevention Approaches,"In the energy sector, pollution prevention can reduce environmental damages from extraction, processing, transport and combustion of fuels. Pollution prevention approaches include:",https://www.epa.gov/p2/learn-about-pollution-prevention
Specific Pollution Prevention Approaches,"increasing efficiency in energy use;
use of environmentally benign fuel sources.",https://www.epa.gov/p2/learn-about-pollution-prevention
Specific Pollution Prevention Approaches,"In the agricultural sector, pollution prevention approaches include:",https://www.epa.gov/p2/learn-about-pollution-prevention
Specific Pollution Prevention Approaches,"Reducing the use of water and chemical inputs;
Adoption of less environmentally harmful pesticides or cultivation of crop strains with natural resistance to pests; and
Protection of sensitive areas.",https://www.epa.gov/p2/learn-about-pollution-prevention
Specific Pollution Prevention Approaches,"In the industrial sector, examples of P2 practices include:",https://www.epa.gov/p2/learn-about-pollution-prevention
Specific Pollution Prevention Approaches,"Modifying a production process to produce less waste
Using non-toxic or less toxic chemicals as cleaners, degreasers and other maintenance chemicals
Implementing water and energy conservation practices
Reusing materials such as drums and pallets rather than disposing of them as waste",https://www.epa.gov/p2/learn-about-pollution-prevention
Specific Pollution Prevention Approaches,In homes and schools examples of P2 practices include:,https://www.epa.gov/p2/learn-about-pollution-prevention
Specific Pollution Prevention Approaches,"Using reusable water bottles instead of throw-aways
Automatically turning off lights when not in use
Repairing leaky faucets and hoses
Switching to ""green"" cleaners",https://www.epa.gov/p2/learn-about-pollution-prevention
Why is Pollution Prevention Important?,"Pollution prevention reduces both financial costs (waste management and cleanup) and environmental costs (health problems and environmental damage). Pollution prevention protects the environment by conserving and protecting natural resources while strengthening economic growth through more efficient production in industry and less need for households, businesses and communities to handle waste.",https://www.epa.gov/p2/learn-about-pollution-prevention
Why is Pollution Prevention Important?,Learn more about why P2 is important.,https://www.epa.gov/p2/learn-about-pollution-prevention
P2 Law,"In 1990, Congress passed the Pollution Prevention Act (P2 Act) which states ""The Environmental Protection Agency must establish a source reduction program which collects and disseminates information, provides financial assistance to States, and implements the other activities....""",https://www.epa.gov/p2/pollution-prevention-law-and-policies
P2 Law,"The ""Findings"" section of the Pollution Prevention Act of 1990 explains why Congress passed the Act. Some of the reasons include:",https://www.epa.gov/p2/pollution-prevention-law-and-policies
P2 Law,"The United States of America annually produces millions of tons of pollution and spends tens of billions of dollars per year controlling this pollution. 
There are significant opportunities for industry to reduce or prevent pollution at the source through cost-effective changes in production, operation, and raw materials use.  
The opportunities for source reduction are often not realized because existing regulations, and the industrial resources they require for compliance, focus upon treatment and disposal, rather than source reduction.
Source reduction is fundamentally different and more desirable than waste management and pollution control.",https://www.epa.gov/p2/pollution-prevention-law-and-policies
P2 Defined,"Pollution prevention is reducing or eliminating waste at the source by modifying production processes, promoting the use of nontoxic or less toxic substances, implementing conservation techniques, and reusing materials rather than putting them into the waste stream.",https://www.epa.gov/p2/pollution-prevention-law-and-policies
P2 Defined,"Pollution prevention means source reduction and EPA defines P2 in this Memorandum - May 28, 1992, Subject: EPA Definition of ""Pollution Prevention.""",https://www.epa.gov/p2/pollution-prevention-law-and-policies
P2 Defined,"The Pollution Prevention Act defines ""source reduction"" to mean any practice which:",https://www.epa.gov/p2/pollution-prevention-law-and-policies
P2 Defined,"Reduces the amount of any hazardous substance, pollutant, or contaminant entering any waste stream or otherwise released into the environment (including fugitive emissions); prior to recycling, treatment or disposal; and
Reduces the hazards to public health and the environment associated with the release of such substances, pollutants or contaminants.",https://www.epa.gov/p2/pollution-prevention-law-and-policies
P2 Defined,"The term includes: equipment or technology modifications; process or procedure modifications; reformulation or redesign of products; substitution of raw materials; and improvements in housekeeping, maintenance, training or inventory control.",https://www.epa.gov/p2/pollution-prevention-law-and-policies
P2 Defined,"Under the Pollution Prevention Act, recycling, energy recovery, treatment and disposal are not included within the definition of pollution prevention.",https://www.epa.gov/p2/pollution-prevention-law-and-policies
National Pollution Prevention Policy,The Pollution Prevention Act establishes a national policy that EPA implements:,https://www.epa.gov/p2/pollution-prevention-law-and-policies
National Pollution Prevention Policy,"Pollution should be prevented or reduced at the source whenever feasible;
Pollution that cannot be prevented should be recycled in an environmentally safe manner whenever feasible;
Pollution that cannot be prevented or recycled should be treated in an environmentally safe manner whenever feasible; and
Disposal or other release into the environment should be employed only as a last resort and should be conducted in an environmentally safe manner.",https://www.epa.gov/p2/pollution-prevention-law-and-policies
National Pollution Prevention Policy,"2010-2014 Pollution Prevention Program Strategic Plan - This plan identifies a number of opportunities to reduce: the emission of greenhouse gases; the use of hazardous materials; and the use of natural resources, while contributing to a more sustainable economy.",https://www.epa.gov/p2/pollution-prevention-law-and-policies
National Pollution Prevention Policy,"Evaluation of EPA Efforts to Integrate Pollution Prevention Policy throughout EPA and at Other Federal Agencies - This evaluation, from October 2008, describes key areas that could benefit from additional attention to P2 integration and makes connections between P2 integration activities and sustainability policy developments.",https://www.epa.gov/p2/pollution-prevention-law-and-policies
National Pollution Prevention Policy,"Pollution Prevention Policy Statement - New Directions for Environmental Protection, Carol M. Browner - then EPA Administrator. June 15, 1993.",https://www.epa.gov/p2/pollution-prevention-law-and-policies
Executive Orders,Former executive orders related to P2 and environmentally preferable purchasing:,https://www.epa.gov/p2/pollution-prevention-law-and-policies
Executive Orders,"Executive Order 14057 on Catalyzing American Clean Energy Industries and Jobs Through Federal Sustainability
Executive Order 13834, ""Efficient Federal Operations"" was signed by President Trump on May 17, 2018 (revoked except for sections 6,7, and 11).
Executive Order 13693, “Planning for Federal Sustainability in the Next Decade” was signed by President Obama on March 19, 2015.
Executive Order 13514, “Federal Leadership in Environmental, Energy, and Economic Performance"" was signed by President Obama on October 8, 2009.
Executive Order 13423, ""Strengthening Federal Environmental, Energy, and Transportation Management"" was signed by President George W. Bush on January 24th, 2007.
Executive Order 13101, “Greening the Government Through Waste Prevention, Recycling, and Federal Acquisition” was signed by President Clinton on September 14, 1998.
Executive Order 12873, “Federal Acquisition, Recycling, and Waste Prevention” was signed by President Clinton on October 22, 1993.",https://www.epa.gov/p2/pollution-prevention-law-and-policies
Pollution Prevention Mandates in Federal Statutes,Pollution Prevention Act (PPA),https://www.epa.gov/p2/pollution-prevention-law-and-policies
Pollution Prevention Mandates in Federal Statutes,§ 13103 - EPA mandated to develop and implement a strategy to promote source reduction.,https://www.epa.gov/p2/pollution-prevention-law-and-policies
